PC1,PC2,PC3,PC4,PC5,rainfall
0.2920596,1.7449685,-1.5797065,-0.70244014,-0.22744842,1.0
0.20269461,2.4865384,-0.029199142,1.1702375,1.345562,1.0
0.23769356,1.4085675,-0.7901826,1.1398517,1.1752244,1.0
-1.3169214,2.4449925,-0.1536899,-0.8369933,0.9070724,1.0
0.47172114,2.192597,-0.21054243,-1.1788871,0.08547733,1.0
0.6926956,1.8878267,0.83823687,-0.8270488,-0.26247835,1.0
0.154037,2.3676825,-0.6202884,-0.7428815,0.18991868,1.0
0.43945575,1.4928086,-0.95185167,-0.8316145,-0.4965905,1.0
0.3322313,0.62790066,0.9267005,-0.2982778,-0.71943784,1.0
0.07293508,1.4181421,0.75314426,-0.6273363,-1.0712355,1.0
-0.017405165,1.5124067,-1.3490399,0.068713486,-0.45927137,1.0
-0.7963742,1.9035221,-0.78113335,0.07447337,-0.06732227,1.0
0.394002,1.5645685,0.60127187,-0.7890071,-0.7321044,1.0
0.5748156,1.822151,-1.2827078,-0.3615143,-0.6181207,1.0
0.14653885,1.8424885,0.28925472,-0.74977386,-0.46650207,1.0
0.8048882,2.2935867,-0.79512763,0.55809325,0.6283713,1.0
1.6459445,1.5211107,-0.25589392,0.5282781,-0.10772711,1.0
1.6697446,1.0101277,-0.03636385,1.5169002,0.26007262,1.0
0.9943004,1.4796648,-0.90171957,-1.1659493,-0.5549893,1.0
-0.7276641,1.6043631,-0.70775247,-0.75370693,0.3963677,1.0
-0.04921221,0.45129016,-0.19634336,-0.34989098,-0.20662247,1.0
-0.024550438,1.3883475,-1.1550194,-0.43900734,-0.13037726,1.0
1.2900105,0.43657777,-1.301531,-1.157868,0.43991745,1.0
-0.22216916,1.7614173,-0.011730808,-0.4975945,0.09246877,1.0
1.157595,1.3736367,-0.35722563,0.7904361,-0.086294234,1.0
0.7193087,-0.41383097,-0.78661793,-0.8295028,-0.99176687,1.0
1.5030651,1.869007,1.3348715,0.66853106,-0.36119318,1.0
0.42142007,1.2725868,-0.74910635,-0.3450747,-0.11908076,1.0
1.9855652,0.7989033,-0.4191118,0.24524845,0.98651737,0.0
0.012905802,1.5458091,-1.5933359,-1.146914,0.3328649,0.0
1.8348899,0.7207274,-0.1658538,0.66091853,1.070702,1.0
0.5234297,2.5459626,-0.07096843,-1.505026,-0.15227726,1.0
1.5880504,-0.28565305,-1.1089848,-0.043666597,-0.4489592,1.0
2.2135234,0.51483417,0.009452534,0.90082467,0.30926266,0.0
1.4210086,0.33049738,-1.2713206,-0.9100812,0.7658202,1.0
2.3455353,-0.1110231,-0.62589574,1.0602665,0.1349747,1.0
1.3662449,2.6669185,0.35347492,-0.56236374,0.2662164,1.0
0.77032775,2.184364,0.6985946,-1.0883816,-0.58868694,1.0
2.519353,0.31086332,-0.43544465,0.8992858,0.21595494,1.0
2.2722208,0.7034586,0.29292923,1.2737631,-0.72257584,1.0
2.304416,1.732133,0.719471,0.20711353,0.8249814,1.0
2.2293859,1.6724021,-0.47086427,0.820154,-0.05220356,1.0
2.8017259,-0.46117866,0.48014143,0.67668873,-0.15554368,0.0
2.1910796,1.8954339,-0.030093573,0.9779705,-0.6282906,1.0
2.0608318,1.96146,0.29296693,0.6552761,0.39635697,1.0
2.5543928,1.453326,-0.3397944,0.8410047,-0.3190875,1.0
2.048376,1.9701449,0.79850954,0.7524685,-0.25664183,1.0
3.0433884,0.20676944,-0.35740483,0.85998636,0.014920366,1.0
1.8673977,2.0098658,0.69519275,0.7478617,-0.21779256,1.0
2.9179525,-2.0463567,-0.6458499,-0.44021288,0.7710757,0.0
2.191287,2.6253119,1.0937303,0.5838463,0.22139776,1.0
3.4197886,-2.025,0.24483095,0.18246225,0.717661,0.0
3.5043933,-1.7734377,-0.3270949,0.67945766,0.2585391,0.0
2.334741,1.4178237,-0.35215148,-0.42781496,-0.22391096,1.0
2.7823336,0.8843033,-1.1256616,0.9938507,-0.09879791,1.0
3.5628064,-1.603919,0.08310293,0.036142897,1.1672318,0.0
3.5148532,-0.94481707,-0.31855068,0.65229833,0.3197525,0.0
2.939192,-1.5300747,-0.67598206,-0.74700505,0.30927417,0.0
3.3511155,-1.6545765,0.07732628,0.46157292,0.5605672,0.0
2.3673754,1.2533239,0.76066375,0.42470416,-0.3544813,1.0
3.4780643,-2.4082005,-0.072735436,0.3993346,0.58931416,0.0
3.0387812,-1.2751685,1.0406601,0.24535565,0.3437704,0.0
2.4520428,-1.8027871,-0.36760867,-1.8029842,-0.41530037,0.0
3.3549643,-0.6177228,-0.5022291,0.56964594,0.116173156,0.0
2.9852674,-0.17540015,-0.13006379,0.15413205,0.27778396,1.0
2.8029103,-1.0565084,0.5050628,0.32786012,0.5337978,0.0
2.122592,0.7040781,1.317705,0.15349329,-0.58064866,1.0
2.3522599,1.0710523,-0.925156,-0.16793232,-1.0770434,1.0
1.9911455,1.1227968,0.846989,-1.1133246,-0.8438383,1.0
2.015821,2.2431114,-0.37283394,1.033738,-0.17349271,1.0
2.5015285,1.8316475,1.2663254,0.2667785,0.028666954,1.0
3.3144612,-1.3026816,0.07182133,-0.21111076,-0.038031634,1.0
3.1488886,-0.5630224,-0.40515968,0.8349395,-0.15197302,0.0
2.7275162,-0.114752546,1.1155217,0.029252065,0.042416647,0.0
3.0192392,-1.463571,0.5823602,0.1311329,0.9184238,0.0
2.5141785,1.0473362,-0.3069544,0.9379566,-0.42845345,1.0
1.8580467,2.3147593,-0.39749128,0.49153695,0.7674133,1.0
2.3107417,0.9038919,0.85616696,0.86243254,0.19581136,1.0
2.5595572,1.4205385,-0.6432472,0.34121028,0.4212554,1.0
2.3816202,0.3346267,0.7587938,0.7787403,0.09411582,1.0
2.2944496,1.5779612,-0.22084069,0.80089605,0.04841021,1.0
2.278284,1.7113214,0.33630463,0.42560655,-0.490848,0.0
1.4332649,1.4317428,-0.4491023,0.16946898,-1.7680595,1.0
2.5154994,0.42567417,0.7437935,0.902124,-0.6474058,1.0
2.026255,2.077898,0.83063376,0.5710317,0.5383768,1.0
2.6183927,1.2481247,0.035792254,0.6601989,0.21401356,1.0
2.3343236,1.7759396,0.16905339,0.64610505,0.29859725,1.0
2.5656447,1.2338265,-0.080185145,0.3326959,0.23854811,1.0
1.9811472,2.277763,-0.48606226,0.8908275,0.23152693,1.0
2.3204086,0.5391692,1.0803069,0.7740059,-0.16846469,1.0
2.5844371,1.1430988,-0.28077048,0.792752,0.35730797,1.0
1.6564485,1.0876043,-0.7683848,0.2014499,-0.88356346,1.0
3.1795082,-1.5927618,-0.11756229,-0.23578027,0.6654751,0.0
3.434714,-1.6211811,0.18829454,0.38182977,0.89782685,0.0
2.9082255,0.15996964,0.10868566,0.37746817,0.2917106,1.0
3.2901351,-1.4323131,-0.37261295,0.01719181,0.16830717,0.0
2.3867579,1.7551037,-0.4729591,0.6754185,0.20913543,1.0
2.2054348,1.4969083,-0.7904832,0.96405536,0.06353596,1.0
3.0221047,0.1888745,0.16532376,0.31400618,0.7285266,1.0
1.208186,1.614107,0.3124476,-0.7877184,-1.0391166,1.0
3.376113,-1.0066317,0.058832612,0.6887687,0.33525416,1.0
1.9015696,0.0024924495,-0.76474386,-0.888223,-0.72034746,0.0
1.9222913,-0.084045045,0.3102969,-1.6435146,-0.38632387,0.0
3.2170196,-1.7537156,0.13617271,0.27814898,0.83780825,0.0
3.4055197,-0.41759124,-0.6081898,0.774247,0.25365213,0.0
3.2531335,-1.7013692,0.19628601,0.37017035,0.40167245,1.0
3.4253645,-2.0400674,-0.39853236,0.36473733,0.5658571,0.0
2.8238544,-0.28979748,0.17062713,0.36153826,0.37361798,0.0
2.8905334,1.021816,0.15207776,1.4489851,0.20072114,1.0
2.9982245,-2.1657493,-0.9646138,-1.5890456,-0.5024178,0.0
3.2397957,-1.1295305,-1.0756131,0.07146728,0.17154738,0.0
2.7704835,1.8521942,-0.9735541,1.3785903,-0.17423703,1.0
1.600018,1.765056,0.3876398,0.7091535,-0.5085388,1.0
1.7632205,1.4386008,0.5343523,0.29274765,-0.19093423,1.0
1.7144761,-0.5281888,-1.1526698,-1.1101248,-0.98584634,1.0
2.2754006,0.8219929,-0.30681697,0.4258886,0.15343069,1.0
1.4043497,2.086869,-1.0107021,-0.67877924,-0.34937423,1.0
3.2015748,-0.6815112,1.2005786,0.33156556,0.34264567,1.0
3.4997246,-1.6056316,1.2990463,0.6824094,1.1948546,0.0
2.8556304,-1.4602914,-0.27146998,-1.5514607,-1.0657688,1.0
3.3016355,-2.4951954,0.8259579,-0.46937346,-1.2956175,0.0
1.7590328,1.2131153,0.6974793,-0.31234822,0.10617072,1.0
3.728412,-1.9981495,0.9203023,0.93084097,0.7120698,0.0
1.0332901,1.2119861,-0.9338865,-0.48107794,-1.9862533,0.0
4.3155994,-0.47416455,0.016076935,1.1321173,0.2552484,1.0
1.0796455,1.8332334,0.01075986,-0.7525321,-1.3649839,1.0
2.5897834,-0.7707728,-0.047689795,0.96674573,-0.04106491,0.0
2.3105137,1.0012773,-0.23263146,0.9975906,-0.26819798,1.0
2.8892634,-1.1349847,-0.29294983,0.31771675,0.04341801,0.0
2.2734504,2.1489,-0.3446349,0.7199899,0.119882494,1.0
2.0210216,1.0487599,-0.27737272,-0.8006961,-1.0000061,1.0
1.9405258,-0.84248006,0.38104105,-0.4998585,-0.48121893,1.0
2.2408206,1.2305194,-0.34290686,1.2129875,-0.090648346,0.0
2.6009686,0.4401755,0.46342793,1.7111557,0.28221855,1.0
1.5339504,-0.9976484,-0.008071076,-0.53346217,0.32833228,0.0
1.2716048,0.6283442,-0.3393827,-0.5195406,-0.9627504,1.0
1.1280978,0.036602154,-0.2863005,-0.52617,0.10602008,1.0
1.255421,-1.966262,-0.73064893,-1.1169196,-0.5670227,0.0
1.1523314,0.7371297,0.06589466,-1.1299313,-0.90213555,1.0
1.3872164,-1.317338,0.3942051,-0.61685485,-0.077142715,0.0
1.8974787,-1.6552583,0.6508326,-1.1027123,-0.50704986,0.0
1.4504354,-1.5895842,-0.27142408,-1.2569084,-1.2011678,0.0
1.1483196,-1.9383087,0.5992201,-0.7786173,-0.40629366,0.0
1.4195642,-1.6984968,0.07539534,-1.3274657,-0.39950487,0.0
3.1129255,-0.9755268,1.4822246,0.05243288,0.5360495,0.0
2.0810945,-0.52501553,-0.2764235,-1.4702195,0.28489387,0.0
1.4378777,-1.9197662,-0.97914886,-0.561264,-0.27074987,0.0
2.076023,0.97258306,1.266902,0.27605343,-0.015421118,1.0
2.216894,-1.2297094,-0.7299443,-1.1998312,-0.010311502,0.0
0.97449636,1.7959776,1.8643095,0.4463688,0.19813235,1.0
1.6615863,-0.29778177,-0.5936924,-0.33196285,-0.9164648,1.0
1.1506046,1.8557246,-0.65765584,0.66340315,0.44012135,1.0
1.3611547,-0.43722457,-0.6493334,-0.94215673,-0.6016442,1.0
2.1636317,-1.2647988,0.8654131,-0.001581832,0.68225354,0.0
2.0522199,0.19642515,1.4220927,0.68275464,-0.41269338,1.0
1.92797,0.4036225,0.07531205,0.91394323,-0.075841375,1.0
2.1300335,0.24396202,0.38561073,0.20426661,1.0057678,1.0
2.0002315,0.7295822,2.386084,0.84193546,-0.7743638,1.0
2.218144,1.5685165,0.92424256,0.68642074,-0.2212122,1.0
1.7509922,1.9621912,1.5258843,0.4148057,0.12599733,1.0
1.1191155,-1.901923,1.4278396,-1.0163372,-0.70721734,0.0
2.522704,0.5452302,0.24292241,0.691004,0.18808281,1.0
1.5150235,0.6648264,-0.5801193,-1.3020467,-1.13733,1.0
1.6169276,0.70698863,-1.287926,-0.7211948,-0.21048592,1.0
1.4486469,-1.3260837,-1.0705895,-1.2819635,-0.51059675,1.0
2.1867635,0.71615016,0.46833205,0.55255437,0.18660027,1.0
0.72146887,1.6638745,0.98606133,-0.15017308,-0.122122094,1.0
1.6545091,0.091633126,-0.90593827,0.5015632,0.13050364,1.0
1.0478526,-1.6256198,-0.7091909,-1.0894885,-0.41877213,0.0
1.7695256,2.5617628,-1.1081383,0.5931416,0.5007222,1.0
1.5685788,2.4913204,0.3076324,1.4025414,0.6270987,1.0
2.239393,0.77415586,0.734284,0.7541311,0.14259247,1.0
0.14163502,1.6022633,-0.009649718,-0.9123986,-0.7265755,1.0
1.5239072,-1.2450963,-0.51704746,-0.58414197,-0.28051972,0.0
0.31814924,1.7779129,-0.27613872,-1.0416212,-0.7106696,1.0
1.0897374,-0.093461394,-1.2772893,-0.61459416,-0.37161505,1.0
0.552943,0.6619831,-1.1199647,-0.85265106,-0.23254243,1.0
-0.29476348,1.4778645,1.7059758,-0.99053305,0.3421751,1.0
0.4367182,1.8632884,-0.74760073,1.0808433,0.5771753,1.0
-0.1375861,2.400114,1.9160959,0.52082163,1.110373,1.0
0.43364316,2.4310944,-0.6610404,0.35567543,0.62537026,0.0
-0.77536404,-0.95487785,2.9047172,-0.5790384,-0.9946272,0.0
1.7992158,-1.8451339,1.1125433,0.20807707,1.5445638,0.0
-0.9091863,2.5589757,0.26466703,-0.7310894,0.2705552,1.0
0.84863657,0.3064609,-1.1318439,-0.11227877,-0.837462,1.0
-1.549268,2.3034384,2.4467971,-1.0194789,0.29340354,1.0
0.25589553,-0.3249707,-0.7915578,-0.7241656,0.2694139,0.0
-0.45515692,1.4955361,-0.26403356,-0.6901391,0.18393582,1.0
0.66206807,-1.4386271,-1.2000543,-0.8587659,-0.20795731,0.0
-0.92217505,0.42881498,-1.1820638,0.16906463,-0.5785698,0.0
0.25301448,-2.3279293,0.16584359,-0.056124475,-0.97021824,1.0
0.07286881,-1.2264504,-0.03595948,-0.43435878,-0.21364824,0.0
0.06859575,0.1392646,-1.0550665,0.48033914,-1.7611886,1.0
-0.60286874,1.2899433,-0.31017828,-0.052381042,-1.0398636,1.0
0.19955607,-0.42588305,-0.39439255,-0.14697482,-0.7990523,1.0
-0.5062046,0.26627752,-1.104191,0.43688956,-0.4889569,1.0
0.4767988,-1.273038,-0.67532355,-1.1255604,-0.5954371,0.0
0.1483649,1.1082087,0.6162876,-0.06311146,-0.61294365,1.0
0.6168019,-2.0332794,-1.0495166,-0.39264634,-1.0315111,1.0
-0.06288621,-1.9983865,-0.6998729,-0.6747747,-0.8281066,0.0
-0.8235093,1.6151873,1.5720092,-0.9776328,-0.47212228,1.0
0.2237413,-0.90322024,0.22292484,0.49067998,-2.0349617,1.0
-0.05503822,-0.30443272,0.25899625,-0.6679737,0.5239246,0.0
-0.62394625,1.5101501,1.8027986,-0.5123947,-0.83039355,1.0
-0.027822617,1.3310733,-0.32722116,-0.4263924,-0.396141,1.0
-0.5562282,1.1386641,-0.25760219,-0.01713733,-0.7580511,1.0
-0.08635253,1.4261534,-0.99403274,-0.90909374,-0.45596057,1.0
-0.7835005,1.0688039,-0.7862122,-0.7628715,0.17358778,1.0
-0.8476613,1.1759052,-0.8369539,-0.41749424,0.04753627,0.0
-0.26551002,1.5400547,-0.24311584,-0.89969206,-0.2324356,1.0
-0.9073805,0.7279981,0.2911031,-1.068405,0.108017296,1.0
0.4288235,0.24059607,-0.97419983,-0.6128297,0.35013536,1.0
-0.10364978,0.72695535,0.15873645,0.20501053,-1.8965864,1.0
-0.18417576,1.4706671,0.11291199,-0.6903887,0.34348062,1.0
-0.30912423,1.2496946,-0.94513357,-0.9748676,-0.5088136,1.0
-0.32990026,0.88483906,0.13217953,-0.58741367,-0.6301548,1.0
-0.41008168,0.8406807,1.05625,-0.64964277,-0.029818684,1.0
0.1988952,-1.1681923,-0.6320864,-0.049327444,0.012923127,0.0
-0.59724283,1.1084532,-0.90080464,-1.0787975,0.31817266,1.0
0.34642678,-0.4764223,-1.4380671,-0.79913527,0.66088635,1.0
-2.8503203,1.459071,1.7082431,-0.29251823,0.06692095,1.0
-2.6576884,0.28579268,0.00665574,0.5085526,-0.86215657,1.0
-2.457155,0.88126487,-0.94400984,0.21598534,0.56357455,1.0
-1.8769062,1.4185404,-1.060668,-0.39810795,0.35733154,1.0
-2.150851,0.49459004,-0.73362005,0.73431957,-0.60428613,1.0
-1.9737313,-2.149865,-0.9070066,-0.055816047,0.44302708,0.0
-2.81362,1.6436495,0.7575133,-0.8663903,0.57122445,1.0
-1.8936226,-2.2388287,0.022289349,-0.29087904,-0.29964983,0.0
-2.9916282,1.4057913,-0.30103168,-0.38594735,0.23953904,1.0
-3.0020638,-0.021948861,-0.24816644,0.10691424,-0.54363877,1.0
-3.3367503,0.3322145,1.4083948,0.42416692,-0.21355017,0.0
-2.3345325,0.24211861,0.94496006,0.44265136,-1.4339399,1.0
-2.759615,1.2491944,-0.04047054,0.16898048,0.42907196,1.0
-1.4322734,1.5870202,-0.6776494,-0.8357921,0.3500872,1.0
-2.7383468,1.7081202,0.1175116,-0.08819042,0.3229459,1.0
-2.7727067,-2.2217398,1.3472939,-0.46335614,0.122888654,0.0
-3.171765,0.8066462,1.0074892,0.38575384,-0.65784484,1.0
-1.7318271,0.6620445,-1.1904538,0.084024556,-0.43280062,1.0
-3.512994,0.5054107,-0.793241,0.4474568,-0.64876246,1.0
-3.2393785,2.183765,1.9030615,-0.9648524,0.86044383,1.0
-5.4131875,-0.33771613,-0.036629472,0.97905105,-0.32210907,1.0
-3.7902856,0.24103217,-0.016088102,0.13247105,-0.23854132,1.0
-3.1926017,1.5122617,-0.6297648,-0.021608949,0.16441445,1.0
-3.9631512,1.4105879,0.89365315,-0.14958234,0.7849329,1.0
-3.4788797,-2.880447,-0.5793253,0.25567538,0.36569634,0.0
-3.5596895,-3.599836,-0.29213768,1.4757832,-1.2780768,0.0
-3.87507,1.3148478,0.216761,-0.2888894,0.97973835,1.0
-2.729175,2.3739116,1.0181189,-0.49666965,0.87074316,1.0
-3.5336587,1.6307794,1.1359011,-0.35771582,0.55471146,1.0
-3.239075,-2.6829913,-1.530031,0.17183736,0.83670807,0.0
-2.562191,1.6593996,-1.1227344,-0.25094965,0.27502853,1.0
-4.706992,-0.6085787,0.3055869,1.4000099,-1.9979913,1.0
-4.155474,0.39004973,0.09181471,1.0488876,-0.2363025,1.0
-1.7317469,0.15788901,-1.0863826,-0.27931395,0.63212013,1.0
-3.268517,0.33404312,0.1801992,0.8965394,-0.6406189,1.0
-1.2991673,1.4405482,-0.500849,0.1666753,-0.32995406,1.0
-2.096389,-0.11631169,0.5013855,0.49112216,-1.0127683,1.0
-2.1609318,1.3333117,-1.3022069,0.11366586,-0.16796088,1.0
-4.131057,1.5278076,0.86494887,-0.039006665,1.0674701,1.0
-2.172635,-2.593667,0.5437918,-0.07709979,-0.47451207,0.0
-1.5744166,1.4911107,-0.9658779,-0.32399195,0.320197,1.0
-2.1159372,-0.70702446,-0.97109884,0.08356726,-1.030457,1.0
-2.2937808,0.5216662,0.26203683,0.27649218,0.14234027,1.0
-2.7990255,2.0300667,0.714452,-0.9653555,0.7732177,1.0
-1.4307013,-0.29099438,1.5154663,-0.082513414,-0.7636372,1.0
-3.0040815,1.5538598,0.7360099,-0.58223134,0.28209016,1.0
-2.1852705,0.40319636,-1.0547627,0.061062977,-0.6416449,1.0
-2.0872626,1.1490502,0.21430865,0.023944108,0.13217126,1.0
-3.7492979,0.4671222,-0.41269973,0.2982339,-0.55630547,1.0
-3.1893547,2.0046322,-0.6775451,0.022660466,0.7640943,1.0
-1.6249012,2.1684837,-0.87997234,-0.642894,0.71028566,1.0
-1.798355,2.316266,0.7938815,-0.6190455,0.8854597,1.0
-2.4829392,2.2058523,0.27637652,-0.5049706,0.9249452,1.0
-3.0812707,1.2390085,1.2750906,-0.14764477,0.22392617,1.0
-2.3576708,1.9757006,1.9017804,-0.9331328,0.31425187,1.0
-3.519513,1.8710537,-0.40445095,0.15616302,0.4930167,1.0
-3.263653,1.9060917,-0.46137732,0.11902562,0.43124765,1.0
-4.108692,0.9710763,2.8759093,0.2770849,-0.20169753,1.0
-4.433215,-0.39525166,1.4135759,0.18530773,0.38222095,0.0
-4.3786283,-0.46380532,0.18474609,0.93929785,-0.19825073,1.0
-4.2138863,-3.5138092,0.9786818,0.560893,-0.5656809,0.0
-5.5121036,0.5787322,0.01408192,0.5466222,0.6111475,1.0
-3.9807563,1.1986634,0.435642,0.26887208,-0.46601936,1.0
-3.505498,2.361787,1.0700876,-0.2202304,0.9863611,1.0
-4.411441,0.6950456,0.9908782,0.8156612,-0.31201455,1.0
-4.6289406,-0.60917586,-0.023481606,1.8004471,-1.8993828,1.0
-3.4020674,-2.9949722,2.5619106,-0.6686818,0.3139982,0.0
-5.346954,0.6246211,2.3259768,0.025693966,-0.28298894,1.0
-3.655448,0.65064156,0.13789031,0.21882552,-0.48011613,1.0
-2.9507816,-2.2433846,-0.9442491,0.29479107,0.50494593,0.0
-3.501413,-4.169883,-0.84808195,0.5916333,1.5918444,0.0
-6.369053,-1.645737,0.24428077,1.4182992,0.6196096,0.0
-4.337689,-4.682912,-1.5842386,0.28638124,1.8488934,0.0
-2.8928673,-3.5408678,1.0161543,-0.57610434,2.0871396,0.0
-2.8052795,-1.6643462,-0.26691473,1.1014179,-1.1027073,0.0
-3.8471925,1.904006,0.6410601,-0.43028808,0.8024114,1.0
-3.4108827,0.3861318,-1.1953092,0.5091159,-0.97292626,0.0
-3.4682648,1.9863821,-0.7906422,0.3488769,0.8773771,1.0
-2.1719527,-4.795052,1.9962924,1.3134279,-2.9098856,0.0
-1.6312945,-2.8042421,-0.3673856,-0.6472631,0.20184538,0.0
-1.0879791,1.8610059,0.26416072,-0.43652523,0.46112728,1.0
-0.89953804,-1.6585215,-1.3613771,-0.4599981,0.69482464,0.0
-4.00177,0.4197053,0.9926714,2.3975153,0.28847474,0.0
-1.7916461,2.0096567,1.0946522,-0.7913297,0.2116852,1.0
-0.76519144,-1.2975901,-0.61572236,-0.83902943,-0.033288963,0.0
-2.1074765,2.0442882,0.21318483,-0.15884537,0.38084766,1.0
-1.4204887,1.6601609,-1.0452771,0.090685174,0.24142852,1.0
-1.6294568,2.4669785,-0.45257846,-0.7640319,0.49690077,1.0
-1.3028299,-1.5929412,-1.3643979,0.006430004,0.7489549,1.0
-1.9586405,1.4121715,0.22327855,-0.61177266,0.23889026,1.0
-1.6118194,-1.2108921,-1.208718,0.1418615,-0.010399902,0.0
-2.4886873,1.105931,1.3914682,-0.08409994,-0.6059134,1.0
-3.1944163,0.38857907,-0.08206532,0.546618,-0.83033866,1.0
-1.1202569,1.6982925,-0.9646269,-0.13175635,-0.105745435,1.0
-1.2109673,1.133874,-0.89811236,0.3722112,-0.62606126,1.0
-3.2046494,-2.5970378,-0.025801407,-0.14487039,0.85961133,0.0
-3.1192706,-1.0478361,-0.34292492,0.5889103,0.090019956,0.0
-3.4070754,0.459979,0.3154213,0.26075003,-0.5667678,1.0
-2.7028847,0.17615259,-0.46355683,0.5861691,-0.6165328,1.0
-3.2242177,-1.5566897,0.25687376,0.056869134,-0.3252736,0.0
-2.3403757,1.5811186,-0.45237646,-0.33273667,0.3747057,1.0
-2.1453242,1.7347175,-1.2076752,-0.3235165,0.5130556,1.0
-3.0699184,1.4195275,-0.23128432,-0.13866472,0.2997189,1.0
-2.8680549,1.6454854,0.8488939,-0.09562893,0.6288516,1.0
-4.5068173,-0.49424794,-1.8738964,1.1557283,-0.34172648,1.0
-2.9416673,2.1052356,0.60857517,-0.1260332,1.1832007,1.0
-2.8474703,2.318947,-1.198975,-0.021148682,0.9934678,1.0
-3.9503653,1.5511645,-1.228249,-0.0526817,0.88480574,1.0
-4.622915,0.17564027,-1.3061439,1.0733039,-0.0286868,1.0
-3.3358033,1.7629986,-0.94276327,0.023902733,0.591853,1.0
-4.5951123,1.6976876,-0.52349496,0.37386626,1.7385538,1.0
-2.237643,2.4692044,1.2641802,-0.5258406,0.9313178,1.0
-2.279503,1.7540554,-0.4160896,-0.23093534,0.78974664,1.0
-2.4682212,1.1654139,1.1971967,-0.122173205,-0.53661954,1.0
-1.4201978,1.7675534,-1.3362582,-0.3837981,0.45714998,1.0
-3.8750293,2.1159494,0.08143293,-0.24809547,1.3521104,1.0
-2.474173,2.3909733,-0.7377584,-0.2920304,1.1219615,1.0
-2.2892134,2.1267912,-1.3485662,-0.33564743,0.96003866,1.0
-2.8751702,2.1267135,-0.7951861,-0.11054087,0.97204185,1.0
-1.6149942,-2.4923987,1.4620458,-0.71932,-0.01777331,0.0
-3.971948,-0.983156,-0.81285554,1.7815236,-2.1609147,1.0
-2.2888703,0.9907945,0.86414254,0.25985718,-0.6589685,1.0
-2.14186,-2.521969,-0.8791159,-0.4075297,0.28591558,0.0
-1.8536274,1.6481243,-1.0335298,-0.3758664,0.63256764,1.0
-0.671904,-3.0928633,-1.2116257,-0.4089173,1.1212026,0.0
-2.6993737,2.2036986,-0.27446702,-0.28948036,0.86875266,1.0
-2.9963872,1.9550772,-1.9664979,-0.16649204,0.86104286,1.0
-1.1452215,1.502124,-0.73582494,-0.47112224,-0.5412063,1.0
-0.98237216,1.2236656,-1.6736833,-0.22982095,-0.24742435,1.0
-2.0897417,1.1728274,1.308799,-0.025113927,-0.09403847,0.0
-0.89650226,1.9810745,0.7827454,-0.93735594,0.18924396,1.0
-0.5230456,1.8645976,-0.91766274,-0.7460002,0.07137124,1.0
-1.295548,-1.5240054,1.6493313,-0.61645347,0.14223187,1.0
-0.7171191,2.8957615,1.6699356,-0.59456694,0.17145756,1.0
-0.86241376,0.518473,-0.14455305,-0.23568664,0.38012117,1.0
-3.446929,-0.015398855,0.99516845,0.26846647,-0.12886162,0.0
-0.31094775,2.055643,-0.17352894,-0.1787473,0.31145322,1.0
-1.2698276,2.1813576,-0.5605117,-0.76414233,0.36070648,1.0
-1.1830552,-0.5589399,0.49936417,-0.0036228497,-0.16991685,1.0
0.10429224,1.5188717,0.23301196,-0.45470035,0.5304705,1.0
-0.6031986,2.5822358,-1.7330974,-0.6587696,0.5434915,1.0
0.41909888,1.68358,-0.8634006,-0.49318093,0.02983906,1.0
0.012912941,1.9757829,0.9527191,0.38238114,0.6004353,1.0
-0.25404635,2.0943184,0.34475994,-0.88980436,0.025341235,1.0
0.2412076,2.379435,-1.0123842,-0.9692279,0.07225139,1.0
-0.90630186,2.1439483,0.21327487,-0.7248364,0.16725102,1.0
-0.32172886,1.8643137,-0.6411739,-0.24149144,-0.35936782,0.0
-0.7644631,1.809811,0.37731415,-0.41248894,0.18191291,1.0
-0.48287323,1.6605438,-0.6760869,-0.47775015,0.24631858,1.0
0.068404734,1.9656069,-0.17367001,-1.0417233,-0.1528322,1.0
0.66960496,1.746726,-0.7894726,-1.009772,-0.13840117,1.0
0.37728217,1.7977526,0.6224425,-0.7886676,-0.16110325,1.0
-0.14898355,2.5640628,0.43629086,-1.4182705,0.42485544,1.0
1.2154458,1.2096571,-0.35879347,1.281511,0.25636786,1.0
0.7620708,1.4962008,-0.5271399,-0.36956456,-0.114904374,1.0
0.25654492,2.0473197,0.017503615,0.6798271,0.59617203,1.0
-0.089961015,2.2992487,-1.175621,-1.0219724,-0.0025697688,0.0
-0.4294153,1.7016037,1.0458965,-1.1886652,-0.51109755,1.0
0.21263692,1.7467041,-0.85047305,-0.67328227,-0.13610445,1.0
-0.034768738,1.4568131,0.43621427,-0.513956,-0.56305707,1.0
1.4980693,1.3972346,-0.5593758,1.1783552,0.14850695,1.0
1.1654944,2.575888,-0.56343085,0.4294653,0.6767469,1.0
1.65154,1.5277683,-0.23307024,0.6055956,-0.08996397,1.0
1.3719715,2.1121144,0.014572741,0.17698939,0.20142856,1.0
0.635569,2.2082741,0.18806092,0.6937407,0.360852,1.0
0.8529274,0.45712557,0.35440338,-0.8928167,0.044443622,1.0
0.66678673,0.35789707,-0.92161566,-0.63283575,-0.6603451,1.0
0.554173,1.7393348,0.031332105,-0.92532295,0.09175407,1.0
-0.044298496,2.1241655,0.11072548,-0.62445503,0.056405943,0.0
