,date,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
905,175,998.4,17.7,16.4,15.3,11.8,74.8,96.0,0.0,70,4.6,1.0
906,176,1001.1,25.0,19.8,15.5,8.6,49.1,41.0,8.3,70,3.7,0.0
907,177,1003.4,27.7,20.9,14.5,9.6,48.6,21.0,10.2,70,4.3,0.0
908,178,1003.5,27.5,21.6,16.5,13.3,61.0,9.0,7.8,270,5.4,0.0
909,179,1002.2,30.0,23.6,17.4,14.1,55.9,6.0,7.4,270,5.2,0.0
910,180,998.7,32.0,25.8,18.9,13.3,49.1,6.0,10.0,270,3.9,0.0
911,181,997.3,31.5,26.3,22.4,15.8,53.6,40.0,5.5,70,3.5,0.0
912,182,998.9,27.9,25.0,22.9,19.2,71.1,95.0,0.4,50,3.6,1.0
913,183,1000.6,28.8,24.1,21.5,20.4,80.4,56.0,1.2,270,4.1,1.0
914,184,1002.2,30.6,26.0,21.8,19.3,67.9,30.0,3.8,270,4.6,0.0
915,185,1001.7,32.3,27.7,22.3,19.8,63.0,53.0,3.9,270,4.6,0.0
916,186,994.7,27.1,23.3,20.5,20.9,86.1,100.0,0.0,70,5.1,1.0
917,187,981.0,23.1,21.2,20.0,19.4,89.0,99.0,0.0,70,4.5,1.0
918,188,989.3,25.3,22.7,20.2,17.3,72.5,75.0,2.2,230,7.0,0.0
919,189,995.4,29.1,24.3,20.8,17.9,68.6,76.0,5.0,160,4.6,0.0
920,190,993.2,29.7,25.3,20.3,17.8,64.4,44.0,4.0,70,3.0,0.0
921,191,988.4,31.6,26.2,21.6,17.7,60.3,36.0,7.4,50,2.8,0.0
922,192,989.3,29.7,25.2,20.7,17.5,62.6,41.0,7.2,270,5.1,0.0
923,193,992.1,29.1,25.5,22.5,18.6,65.8,84.0,1.8,230,4.7,0.0
924,194,992.2,29.3,25.1,22.3,19.4,71.4,100.0,0.3,230,6.0,1.0
925,195,989.3,24.2,23.6,22.4,22.3,92.3,100.0,0.0,230,5.1,1.0
926,196,986.5,29.4,25.6,23.5,22.3,82.4,95.0,0.9,230,6.1,1.0
927,197,986.3,28.5,24.7,21.8,19.4,73.4,63.0,5.0,270,5.6,0.0
928,198,988.9,28.4,24.4,22.0,19.0,72.8,64.0,2.8,230,5.1,0.0
929,199,993.4,29.2,24.9,20.6,17.5,64.4,61.0,3.0,70,3.4,0.0
930,200,993.6,24.7,20.8,19.2,18.6,87.6,98.0,0.0,70,3.5,1.0
931,201,998.9,27.9,23.6,18.9,19.0,76.3,79.0,3.4,270,4.2,1.0
932,202,998.0,29.1,25.8,23.1,21.2,76.3,85.0,1.1,270,3.9,0.0
933,203,997.8,27.0,24.3,21.7,21.5,84.8,99.0,0.0,110,4.7,1.0
934,204,997.3,23.2,22.4,21.5,21.4,93.6,95.0,0.0,70,3.4,1.0
935,205,997.4,27.6,25.3,22.6,21.9,81.8,80.0,0.0,230,6.7,1.0
936,206,994.8,33.8,27.9,22.4,22.7,75.1,29.0,6.5,50,4.6,0.0
937,207,995.3,31.5,27.9,24.5,20.2,63.3,70.0,5.6,70,4.7,0.0
938,208,1000.8,33.6,29.3,25.8,20.8,60.9,39.0,7.7,70,4.6,0.0
939,209,1002.1,34.8,30.4,25.6,21.0,57.5,9.0,10.0,70,4.0,0.0
940,210,1000.8,30.0,27.6,25.6,22.9,76.0,91.0,0.7,270,5.1,1.0
941,211,1000.5,29.8,26.6,24.0,22.7,79.9,70.0,0.2,270,3.7,1.0
942,212,1002.1,28.0,26.0,24.5,22.7,82.1,89.0,0.0,270,4.5,0.0
943,213,1002.4,28.5,26.0,24.3,22.5,81.4,93.0,0.1,250,5.1,1.0
944,214,1000.6,29.8,25.9,23.8,21.9,79.3,83.0,2.1,250,5.3,1.0
945,215,998.7,30.0,25.9,22.2,21.2,76.5,68.0,3.6,270,5.8,1.0
946,216,995.5,28.1,25.6,22.5,23.2,86.5,96.0,0.0,230,6.5,1.0
947,217,993.9,28.3,26.7,23.2,23.6,83.4,99.0,0.0,230,10.4,1.0
948,218,995.5,26.1,22.4,19.9,21.1,92.6,100.0,0.0,70,6.9,1.0
949,219,991.7,22.0,21.2,19.9,20.4,95.4,99.0,0.0,70,3.0,1.0
950,220,992.8,30.1,25.1,21.2,21.0,79.0,70.0,3.8,70,4.1,1.0
951,221,995.2,29.4,25.5,22.1,19.3,68.5,80.0,3.6,70,3.9,0.0
952,222,999.6,24.1,21.4,19.4,18.7,84.8,100.0,0.0,70,3.5,1.0
953,223,1004.2,23.9,20.4,18.4,17.6,84.8,99.0,0.2,70,3.1,1.0
954,224,1004.6,24.0,20.7,17.9,17.4,81.8,100.0,0.5,70,3.0,1.0
955,225,1002.0,26.0,23.0,19.7,19.0,78.5,79.0,0.6,270,3.4,0.0
956,226,1000.3,26.7,23.0,20.8,17.8,73.5,89.0,0.9,270,4.0,0.0
957,227,998.2,28.9,24.2,19.3,17.9,69.1,69.0,2.3,270,3.4,0.0
958,228,999.5,26.7,23.8,22.2,18.6,72.3,91.0,1.3,70,2.7,0.0
959,229,999.5,24.1,23.0,21.8,20.5,86.0,90.0,0.0,70,2.6,1.0
960,230,999.6,28.9,24.3,20.9,21.2,83.5,96.0,1.4,50,3.3,1.0
961,231,1001.3,26.2,22.8,19.5,18.6,77.8,85.0,0.0,70,2.8,1.0
962,232,1002.5,29.1,24.5,19.8,15.8,59.5,21.0,8.4,50,3.3,0.0
963,233,1001.6,28.6,24.5,21.8,19.2,72.8,71.0,2.3,270,5.1,0.0
964,234,998.7,23.8,22.8,21.5,20.5,86.6,89.0,0.0,160,4.9,1.0
965,235,994.7,27.0,24.8,22.4,22.0,84.9,95.0,0.3,230,6.9,1.0
966,236,995.9,29.6,25.4,22.4,19.5,70.5,48.0,5.4,270,4.3,0.0
967,237,997.6,30.5,25.5,20.4,20.1,73.0,26.0,4.2,270,3.5,0.0
968,238,997.0,30.2,26.4,23.0,20.9,72.8,93.0,2.5,110,4.2,1.0
969,239,995.6,26.5,24.1,23.0,21.7,86.8,81.0,0.0,230,5.2,1.0
970,240,1000.4,31.0,25.5,21.3,19.8,72.3,60.0,5.0,270,3.7,0.0
971,241,999.7,32.2,28.1,24.2,21.7,68.6,51.0,3.9,50,2.9,0.0
972,242,997.4,27.3,25.9,24.4,21.4,76.5,84.0,0.0,50,3.6,1.0
973,243,990.3,26.1,22.0,19.2,19.3,84.4,100.0,0.0,50,8.2,1.0
974,244,989.9,27.1,23.5,19.5,18.2,73.3,88.0,0.9,230,8.9,1.0
975,245,1001.0,29.1,25.3,22.8,21.4,79.4,54.0,1.4,160,3.0,0.0
976,246,1003.3,30.6,26.6,23.7,21.9,76.5,76.0,0.0,50,2.9,0.0
977,247,1004.0,30.2,26.3,23.7,20.2,69.4,84.0,2.1,70,3.0,0.0
978,248,1002.4,25.5,22.6,20.1,17.8,74.6,98.0,0.0,50,4.1,1.0
979,249,1004.3,26.0,21.7,19.1,13.0,58.1,53.0,4.0,70,5.2,0.0
980,250,1005.8,28.7,23.0,17.5,11.9,49.8,0.0,9.8,50,3.7,0.0
981,251,1003.7,28.9,23.3,18.4,15.6,63.4,13.0,8.3,270,4.5,0.0
982,252,1000.7,27.9,23.9,20.9,17.8,69.5,69.0,2.5,250,3.8,0.0
983,253,1002.1,29.4,24.7,20.3,14.9,55.8,15.0,7.7,70,3.8,0.0
984,254,1003.0,29.3,24.2,19.9,17.9,69.1,6.0,6.6,270,4.5,0.0
985,255,1004.2,22.9,19.9,16.8,17.0,83.4,94.0,0.0,50,3.7,1.0
986,256,1005.2,23.0,19.6,16.5,14.4,72.3,80.0,0.3,70,3.1,0.0
987,257,1006.0,24.6,20.4,18.5,15.2,72.8,93.0,2.6,50,5.5,1.0
988,258,1006.3,19.8,18.5,17.1,14.6,78.8,100.0,0.0,50,2.8,1.0
989,259,1004.0,22.4,18.8,15.9,12.2,65.9,65.0,0.1,50,4.1,1.0
990,260,1008.1,26.3,20.7,14.9,11.2,56.8,10.0,7.4,70,3.1,0.0
991,261,1011.5,27.2,21.4,16.0,12.3,57.6,14.0,7.3,50,4.1,0.0
992,262,1011.1,26.6,21.6,16.7,12.8,59.6,34.0,5.2,50,3.7,0.0
993,263,1008.6,25.3,20.7,16.4,13.7,65.1,30.0,3.7,50,3.7,0.0
994,264,1005.5,24.6,19.5,17.1,15.8,79.8,58.0,0.8,50,2.9,1.0
995,265,1002.5,24.7,19.6,16.0,9.8,55.6,20.0,6.5,50,4.5,0.0
996,266,1002.0,25.6,19.4,13.5,10.9,59.6,3.0,8.6,50,3.9,0.0
997,267,1006.8,26.4,20.3,14.7,12.7,63.6,0.0,8.5,270,4.5,0.0
998,268,1009.9,26.8,20.9,15.2,11.1,55.9,30.0,6.5,50,3.0,0.0
999,269,1009.5,26.3,21.6,17.4,12.7,58.5,35.0,4.9,70,2.4,0.0
1000,270,1006.1,24.8,20.5,17.5,13.0,63.5,31.0,4.4,50,2.9,0.0
1001,271,1002.6,26.0,20.6,16.5,12.7,63.3,66.0,4.0,70,7.3,1.0
1002,272,1002.1,22.8,19.1,16.1,14.2,75.0,80.0,3.8,50,4.8,1.0
1003,273,1002.9,23.3,18.8,16.2,14.4,76.4,53.0,1.5,50,3.4,1.0
1004,274,998.8,24.4,19.3,15.1,13.7,72.1,39.0,5.6,270,4.7,0.0
1005,275,999.0,19.9,16.7,14.5,8.8,63.3,35.0,6.2,270,6.2,1.0
1006,276,1001.1,22.3,15.7,12.3,8.1,61.0,23.0,3.0,50,10.0,1.0
1007,277,1006.1,22.1,15.2,8.4,3.5,47.8,0.0,8.6,50,2.9,0.0
1008,278,1004.4,21.8,16.4,12.5,10.8,70.9,81.0,1.4,70,3.1,1.0
1009,279,1000.3,20.2,16.8,14.6,10.4,68.6,84.0,1.0,270,6.0,1.0
1010,280,1004.8,18.3,14.4,11.5,5.5,56.0,16.0,5.7,270,5.6,0.0
1011,281,1012.4,16.8,12.5,8.4,2.2,50.6,3.0,7.8,270,4.5,0.0
1012,282,1016.8,19.5,13.9,8.1,3.9,53.4,0.0,7.6,20,4.1,0.0
1013,283,1015.6,21.2,15.3,9.6,6.6,58.5,24.0,6.8,50,2.4,0.0
1014,284,1010.3,22.2,16.8,11.8,9.5,64.3,43.0,5.9,50,4.0,0.0
1015,285,1006.1,22.7,17.8,13.1,12.2,71.3,55.0,2.9,50,4.5,0.0
1016,286,1004.7,24.0,18.4,14.4,11.6,67.4,36.0,6.5,270,4.2,1.0
1017,287,1003.9,21.5,16.0,10.8,7.0,58.9,28.0,7.0,50,5.4,0.0
1018,288,1002.7,18.1,14.7,12.4,9.5,71.9,43.0,3.9,270,6.5,1.0
1019,289,1008.6,20.3,14.7,9.9,9.9,74.5,13.0,4.3,20,3.7,0.0
1020,290,1008.0,24.9,17.5,11.7,11.2,69.3,0.0,7.1,50,2.1,0.0
1021,291,1006.2,21.0,17.7,14.3,12.6,73.0,84.0,0.0,70,3.3,0.0
1022,292,1007.8,19.8,15.9,13.6,7.2,56.6,85.0,3.0,70,5.9,0.0
1023,293,1008.4,15.5,13.6,11.9,7.1,65.0,100.0,0.0,70,4.7,1.0
1024,294,1007.3,14.7,10.7,5.1,3.0,60.8,54.0,1.7,290,6.5,1.0
1025,295,1010.3,9.0,5.0,2.2,-6.9,42.4,36.0,4.3,290,5.1,0.0
1026,296,1009.8,12.3,6.5,2.2,-6.0,42.4,34.0,3.4,270,3.2,0.0
1027,297,1010.5,16.6,9.8,5.7,1.3,59.6,44.0,6.1,70,8.6,1.0
1028,298,1012.5,13.0,9.1,6.5,4.9,76.8,64.0,2.6,290,3.8,1.0
1029,299,1005.3,10.5,6.7,4.3,0.2,66.0,46.0,5.1,270,6.1,1.0
1030,300,1006.4,7.8,3.9,1.7,-5.6,50.8,9.0,6.7,270,7.0,0.0
1031,301,1009.6,8.1,3.3,-0.3,-6.8,47.5,8.0,7.4,290,6.5,0.0
1032,302,1014.2,10.2,5.1,0.3,-5.1,50.8,0.0,6.7,290,4.8,0.0
1033,303,1016.7,12.3,7.1,1.0,-3.8,48.1,33.0,2.0,50,3.0,0.0
1034,304,1011.4,16.5,11.0,6.7,0.8,51.6,41.0,6.4,270,5.7,0.0
1035,305,1009.4,9.0,4.5,1.2,-6.6,44.0,6.0,6.9,290,7.6,0.0
1036,306,1005.8,8.5,4.5,-0.2,-3.7,55.6,24.0,4.2,250,5.5,0.0
1037,307,1004.6,6.8,3.4,1.1,-4.9,55.4,30.0,2.6,290,5.5,0.0
1038,308,1011.2,4.7,1.3,-0.8,-9.2,43.0,4.0,6.7,270,6.0,0.0
1039,309,1016.3,8.9,4.1,-1.6,-8.8,39.9,30.0,6.5,270,5.1,0.0
1040,310,1015.4,15.7,10.4,5.0,-1.5,44.8,41.0,4.5,70,3.0,0.0
1041,311,1005.5,16.7,11.4,6.3,6.2,70.3,61.0,0.1,270,8.2,1.0
1042,312,1006.0,6.3,2.5,0.0,-6.5,50.1,49.0,0.1,290,6.8,0.0
1043,313,1010.0,6.3,2.2,-2.4,-8.5,46.0,21.0,6.4,270,5.7,0.0
1044,314,1006.7,12.8,8.8,3.5,2.5,64.6,90.0,0.1,50,5.9,0.0
1045,315,1000.3,16.3,13.0,7.0,7.1,68.5,76.0,0.0,200,9.3,0.0
1046,316,1007.9,8.4,5.2,3.0,-7.6,39.3,23.0,2.5,290,6.2,0.0
1047,317,1008.7,4.7,1.9,0.0,-9.4,39.1,21.0,3.1,290,6.2,0.0
1048,318,1005.6,9.6,3.1,-1.3,-3.1,64.1,25.0,3.1,50,9.8,0.0
1049,319,1010.6,3.4,0.6,-2.5,-11.7,38.0,30.0,2.8,270,4.6,0.0
1050,320,1013.5,7.6,2.4,-2.6,-11.8,33.6,11.0,4.1,50,3.2,0.0
1051,321,1010.6,4.4,2.3,0.2,-3.4,66.4,71.0,0.0,50,6.3,1.0
1052,322,1019.3,1.3,-1.1,-3.6,-10.2,50.9,20.0,5.8,290,5.5,0.0
1053,323,1020.6,5.8,1.3,-4.8,-6.9,55.4,45.0,3.0,50,3.8,0.0
1054,324,1018.0,5.7,4.0,2.9,0.8,79.3,94.0,0.0,50,3.5,1.0
1055,325,1018.8,4.6,1.7,-0.1,-6.1,55.0,36.0,4.7,290,3.8,0.0
1056,326,1016.0,10.9,4.3,-1.6,-3.4,59.3,0.0,4.9,50,2.8,0.0
1057,327,1012.3,13.6,6.9,1.2,-0.9,59.1,20.0,5.4,50,4.1,0.0
1058,328,1008.9,8.8,5.7,1.7,-0.1,66.8,61.0,0.0,270,4.5,0.0
1059,329,1008.9,6.5,2.7,-0.3,-4.3,61.0,0.0,5.4,270,5.4,0.0
1060,330,1008.7,2.7,0.5,-2.1,-4.9,66.5,55.0,0.0,50,5.6,0.0
1061,331,1014.4,3.3,-0.5,-4.1,-10.8,45.0,0.0,6.3,270,5.1,0.0
1062,332,1015.6,6.1,2.8,-1.9,-5.3,54.8,60.0,0.9,50,3.4,0.0
1063,333,1012.7,10.1,7.1,5.1,3.8,80.1,86.0,0.0,270,4.0,1.0
1064,334,1012.7,9.0,3.9,0.8,-2.2,67.8,14.0,4.4,270,3.7,0.0
1065,335,1012.5,9.9,4.8,-0.7,-2.6,60.1,29.0,4.6,20,2.6,0.0
1066,336,1015.7,12.1,6.9,3.3,0.2,63.6,20.0,3.7,50,2.8,0.0
1067,337,1011.6,11.0,7.7,2.8,-2.0,52.4,71.0,0.3,70,3.4,0.0
1068,338,1005.5,15.9,11.3,8.0,1.0,50.4,49.0,5.2,270,5.5,0.0
1069,339,1010.4,10.5,7.3,4.2,1.5,67.9,81.0,0.0,270,5.1,0.0
1070,340,1014.2,10.0,6.7,3.9,0.2,64.0,93.0,0.0,50,3.7,0.0
1071,341,1014.5,8.2,5.2,3.3,-1.2,63.9,90.0,0.0,70,4.2,0.0
1072,342,1014.4,4.3,1.1,-2.8,-1.7,82.6,100.0,0.0,70,5.5,1.0
1073,343,1015.9,-2.7,-5.4,-7.5,-14.8,50.5,0.0,5.4,270,5.9,0.0
1074,344,1017.2,-4.0,-6.4,-9.1,-18.5,41.0,19.0,6.0,270,5.3,0.0
1075,345,1018.4,-2.9,-5.5,-8.1,-18.5,38.5,25.0,5.2,270,4.8,0.0
1076,346,1021.1,-1.3,-3.8,-5.8,-15.3,43.5,15.0,6.3,270,5.1,0.0
1077,347,1024.7,1.3,-3.0,-7.2,-14.0,44.9,3.0,4.9,270,3.2,0.0
1078,348,1023.0,4.2,0.0,-5.4,-7.8,56.3,51.0,1.7,50,3.0,0.0
1079,349,1016.5,8.3,4.9,2.1,-2.2,59.9,90.0,1.2,70,3.2,0.0
1080,350,1006.0,8.7,4.8,1.6,2.5,84.8,100.0,0.0,270,7.1,1.0
1081,351,1014.5,6.0,2.6,1.1,-1.2,75.3,73.0,0.5,50,4.4,0.0
1082,352,1014.0,7.1,4.0,1.1,-1.0,70.4,75.0,0.6,290,3.9,0.0
1083,353,1017.0,7.7,3.1,-0.4,-5.7,53.3,13.0,5.1,290,4.2,0.0
1084,354,1017.9,10.5,4.6,-1.2,-4.1,54.3,29.0,4.7,50,3.4,0.0
1085,355,1015.0,11.7,6.5,2.8,-2.1,55.4,31.0,0.8,50,3.7,0.0
1086,356,1016.1,9.6,6.4,3.4,-2.0,55.5,54.0,1.0,70,4.0,0.0
1087,357,1012.9,7.1,5.8,4.7,0.7,71.1,98.0,0.0,70,5.2,1.0
1088,358,1011.4,5.1,2.3,1.1,-1.4,75.5,100.0,0.0,270,5.2,1.0
1089,359,1013.1,1.2,-2.6,-5.8,-7.5,71.5,83.0,0.1,290,6.2,1.0
1090,360,1018.3,-2.7,-6.3,-8.8,-16.8,46.9,0.0,6.1,290,5.6,0.0
1091,361,1018.5,-0.1,-4.5,-8.0,-15.1,47.3,0.0,6.2,270,3.9,0.0
1092,362,1012.0,3.2,-0.9,-5.5,-6.7,64.8,65.0,0.7,50,6.1,0.0
1093,363,1014.9,1.7,-2.4,-5.8,-11.8,51.4,3.0,6.0,270,3.7,0.0
1094,364,1013.3,1.6,-2.0,-6.3,-8.6,62.9,53.0,0.6,50,3.5,1.0
1095,365,1013.0,1.9,-1.4,-3.7,-7.5,64.0,29.0,4.1,270,4.2,1.0
1096,1,1017.3,-1.0,-4.7,-7.1,-15.6,46.1,0.0,5.8,270,5.9,0.0
1097,2,1020.1,0.0,-4.3,-9.2,-15.9,43.4,53.0,3.7,50,4.3,0.0
1098,3,1009.7,-0.3,-3.6,-6.8,-8.9,70.3,68.0,0.0,50,7.1,1.0
1099,4,1012.3,-6.8,-10.2,-13.4,-17.6,60.5,60.0,0.6,270,6.6,1.0
1100,5,1021.1,-9.1,-12.8,-15.5,-23.5,46.5,5.0,4.5,270,6.1,0.0
1101,6,1022.4,-4.3,-9.2,-14.3,-20.0,47.5,0.0,5.6,270,3.8,0.0
1102,7,1020.9,-0.5,-5.6,-10.5,-14.2,55.4,6.0,1.7,50,3.1,0.0
1103,8,1019.0,1.2,-3.3,-8.6,-9.3,65.9,10.0,4.5,270,4.5,0.0
1104,9,1013.4,4.3,0.5,-2.4,-3.9,72.8,59.0,0.0,50,4.3,0.0
1105,10,1010.0,4.4,0.7,-1.7,-3.3,75.1,36.0,0.0,50,3.1,0.0
1106,11,1010.5,4.9,0.6,-3.3,-4.7,69.5,14.0,1.9,270,5.2,0.0
1107,12,1009.4,8.0,3.9,0.0,-0.9,70.5,28.0,1.5,50,6.2,0.0
1108,13,1005.0,8.7,5.5,2.7,3.0,82.6,81.0,0.0,230,6.7,0.0
1109,14,1012.9,2.7,-2.2,-5.9,-13.7,44.5,13.0,6.4,270,6.8,0.0
1110,15,1020.3,0.6,-3.9,-7.7,-15.0,45.0,8.0,5.0,270,4.7,0.0
1111,16,1015.9,3.2,-0.1,-4.8,-8.3,54.6,75.0,0.6,50,3.1,0.0
1112,17,1012.0,4.2,2.8,1.9,-0.7,77.1,100.0,0.0,50,3.9,1.0
1113,18,1014.4,3.8,1.9,0.7,-1.7,76.3,86.0,0.0,270,4.2,0.0
1114,19,1007.8,2.6,0.9,-0.8,-4.0,69.1,38.0,2.0,270,4.2,0.0
1115,20,1006.7,3.0,-0.7,-3.2,-9.4,54.5,24.0,4.2,270,4.6,0.0
1116,21,1010.2,1.8,-2.1,-5.6,-11.9,49.3,1.0,5.7,290,5.7,0.0
1117,22,1004.6,-0.8,-2.1,-2.9,-6.4,74.1,75.0,0.0,50,3.5,1.0
1118,23,1003.0,3.1,-1.3,-4.3,-7.4,65.6,10.0,5.8,270,5.4,0.0
1119,24,1012.6,2.5,-1.6,-4.7,-11.2,50.6,0.0,6.0,270,4.4,0.0
1120,25,1017.0,4.7,0.3,-5.0,-10.5,46.6,34.0,3.4,50,3.1,0.0
1121,26,1010.5,4.2,2.7,1.8,-2.7,69.1,96.0,0.0,70,3.4,1.0
1122,27,1003.0,2.8,-1.7,-6.1,-4.6,81.9,98.0,0.0,270,8.9,1.0
1123,28,1007.0,-4.1,-8.1,-11.9,-17.3,52.9,31.0,5.1,290,8.8,0.0
1124,29,1014.2,-8.5,-11.7,-13.9,-23.0,45.1,5.0,6.2,270,9.0,0.0
1125,30,1018.6,-1.9,-7.2,-13.2,-17.4,49.9,13.0,6.3,270,4.4,0.0
1126,31,1016.9,0.8,-2.5,-5.1,-10.8,55.9,59.0,5.8,290,4.7,0.0
1127,32,1016.9,4.5,-1.3,-6.7,-9.9,52.0,20.0,4.9,290,4.3,0.0
1128,33,1015.7,4.1,-0.6,-4.6,-8.2,57.4,3.0,6.0,270,4.7,0.0
1129,34,1014.8,4.2,-0.6,-4.4,-9.7,50.5,25.0,5.9,250,4.0,0.0
1130,35,1012.1,3.9,0.6,-1.2,-8.6,49.9,30.0,3.8,290,4.7,0.0
1131,36,1014.8,3.9,-0.3,-2.8,-10.1,47.0,18.0,4.8,270,5.6,0.0
1132,37,1017.2,4.9,0.5,-4.5,-7.0,57.9,26.0,6.9,250,6.1,0.0
1133,38,1011.5,6.7,4.3,1.6,-1.9,64.1,94.0,0.0,50,4.4,0.0
1134,39,1006.5,6.0,4.5,3.1,0.8,77.9,63.0,0.0,70,3.8,1.0
1135,40,1011.9,8.8,4.6,0.5,1.2,79.9,46.0,2.5,50,3.3,0.0
1136,41,1011.4,10.3,5.5,2.1,0.4,71.1,70.0,1.1,50,3.9,1.0
1137,42,1012.0,4.1,-0.6,-6.0,-8.6,58.5,44.0,5.7,290,6.6,1.0
1138,43,1015.1,-0.4,-4.1,-8.3,-15.8,45.6,19.0,7.2,270,6.0,1.0
1139,44,1014.1,5.6,1.5,-2.4,-5.2,63.1,53.0,5.0,270,7.6,0.0
1140,45,1016.0,7.5,2.7,-1.0,-6.4,54.9,9.0,5.8,270,4.1,0.0
1141,46,1010.6,9.7,4.0,-0.2,-8.4,39.9,54.0,4.2,50,5.4,0.0
1142,47,1008.3,9.5,4.3,0.3,-5.7,47.3,3.0,6.1,270,5.5,0.0
1143,48,1010.4,9.6,4.1,-0.4,-3.6,58.0,25.0,3.5,270,4.8,0.0
1144,49,1008.2,7.1,4.1,1.5,-0.3,72.8,85.0,0.0,270,3.4,0.0
1145,50,1007.1,4.0,2.2,0.8,-1.2,78.0,76.0,0.0,290,3.8,0.0
1146,51,1014.0,8.5,3.3,-0.7,-6.6,50.9,10.0,7.0,50,5.4,0.0
1147,52,1012.1,6.4,3.5,1.5,-3.1,63.5,89.0,0.0,50,4.0,1.0
1148,53,1002.3,4.9,3.8,1.3,1.6,86.1,100.0,0.0,70,5.6,1.0
1149,54,1005.8,3.7,2.8,1.9,-1.3,74.8,100.0,0.0,70,4.6,1.0
1150,55,1008.1,7.6,3.7,1.6,-0.2,77.0,46.0,2.5,290,5.7,1.0
1151,56,1012.0,9.1,4.3,1.5,-0.7,70.6,64.0,1.1,270,4.4,0.0
1152,57,1011.0,8.5,4.9,3.5,-0.6,67.8,60.0,0.1,270,3.9,1.0
1153,58,1016.2,11.4,6.1,1.2,-3.1,54.6,5.0,7.0,70,4.4,0.0
1154,59,1012.2,11.9,6.6,1.6,-1.2,58.5,63.0,3.9,70,4.2,0.0
1155,60,1002.0,10.2,6.5,4.0,1.1,69.1,61.0,1.0,270,6.2,1.0
1156,61,1002.2,7.2,4.3,1.4,-0.4,72.5,74.0,1.0,230,4.3,1.0
1157,62,1001.1,4.4,0.4,-2.7,-7.8,55.1,26.0,7.4,290,7.4,1.0
1158,63,1012.9,2.9,-1.0,-5.0,-13.5,36.5,39.0,6.0,290,5.9,0.0
1159,64,1015.6,6.9,2.5,-1.3,-9.8,39.6,90.0,0.7,50,3.1,0.0
1160,65,1009.2,4.1,3.4,1.7,-1.0,74.4,100.0,0.0,70,3.9,1.0
1161,66,1005.2,3.8,2.8,1.1,0.7,86.5,100.0,0.0,290,5.0,1.0
1162,67,1013.0,4.8,2.6,0.8,-1.2,76.5,85.0,0.0,50,3.8,1.0
1163,68,1019.7,7.0,3.4,0.0,-2.0,69.8,33.0,1.1,50,3.5,0.0
1164,69,1022.7,9.0,4.6,0.3,-4.1,56.3,21.0,4.7,70,3.7,0.0
1165,70,1023.7,11.0,5.6,0.5,-5.7,46.3,44.0,6.2,50,5.4,0.0
1166,71,1023.4,11.7,6.6,3.5,-5.0,46.5,28.0,5.1,270,5.8,0.0
1167,72,1021.3,10.7,5.8,1.7,-3.5,53.9,24.0,6.5,270,6.0,0.0
1168,73,1015.4,10.1,5.8,1.2,-2.0,59.8,73.0,4.2,270,4.1,0.0
1169,74,1010.5,13.4,8.3,4.3,-0.9,53.6,55.0,4.7,270,4.7,0.0
1170,75,1006.7,8.5,6.8,4.6,3.4,79.5,99.0,0.0,70,3.6,1.0
1171,76,1010.1,10.1,6.2,3.1,0.3,68.0,71.0,1.3,270,4.0,1.0
1172,77,1012.2,11.9,6.7,2.1,-3.9,49.5,3.0,7.7,270,6.4,0.0
1173,78,1011.5,12.4,7.1,2.0,-5.6,41.6,4.0,6.9,270,5.2,0.0
1174,79,1011.8,14.2,7.9,1.4,-3.1,48.0,0.0,6.1,50,4.3,0.0
1175,80,1013.1,14.0,9.8,6.3,-0.7,49.4,86.0,1.5,70,5.0,1.0
1176,81,1015.4,14.9,9.8,5.4,-0.3,50.9,3.0,6.7,270,5.8,0.0
1177,82,1013.1,12.4,9.0,5.9,-2.4,46.5,51.0,0.0,270,4.2,0.0
1178,83,1007.5,11.6,8.6,5.6,1.9,63.3,70.0,0.9,270,4.2,0.0
1179,84,1008.5,10.6,6.9,5.4,3.0,76.5,89.0,1.6,270,6.8,0.0
1180,85,1006.9,16.3,9.9,4.9,2.2,60.6,100.0,1.1,110,6.7,0.0
1181,86,1002.4,11.2,8.1,5.6,0.6,62.0,55.0,4.9,290,7.5,1.0
1182,87,1003.1,11.3,6.6,3.2,-2.9,52.1,31.0,4.6,270,5.4,0.0
1183,88,1002.5,13.0,8.0,2.0,-3.1,48.9,39.0,5.7,50,6.2,0.0
1184,89,1002.6,17.1,12.3,8.4,0.4,45.1,64.0,4.8,230,6.0,0.0
1185,90,1001.1,20.9,16.0,11.4,8.0,59.4,68.0,1.9,70,4.3,0.0
1186,91,1001.7,22.4,16.4,11.3,0.2,32.0,15.0,7.9,70,5.5,0.0
1187,92,1002.8,21.0,14.9,10.2,-1.6,33.3,41.0,7.1,70,5.5,0.0
1188,93,1003.6,19.8,13.9,8.6,-4.3,27.6,61.0,5.0,70,5.1,0.0
1189,94,1002.7,19.3,14.2,10.3,-2.3,32.6,53.0,5.7,50,5.6,0.0
1190,95,1005.8,17.7,12.0,7.6,-4.2,33.9,3.0,8.0,270,7.8,0.0
1191,96,1006.7,18.3,12.0,7.0,1.6,50.9,15.0,6.7,230,6.0,0.0
